GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000128645	2	177053307	177055688	2	1	838503	-0.33926	0.63279	HOXD1
ENSG00000128654	2	177134123	177202753	111	11	838503	0.2887	0.3864	MTX2
ENSG00000170144	2	178077291	178088686	10	3	838503	0.12989	0.44833	HNRNPA3
ENSG00000116044	2	178092323	178257425	369	29	838503	0.05461	0.47822	NFE2L2
ENSG00000018510	2	178257372	178408564	290	16	838503	-0.71726	0.76339	AGPS
ENSG00000196659	2	178413726	178417742	5	2	838503	-0.58564	0.72094	TTC30B
ENSG00000197557	2	178477720	178483694	32	6	838503	1.7996	0.035961	TTC30A
ENSG00000128655	2	178487980	178973066	1653	62	838503	0.16977	0.4326	PDE11A
ENSG00000155636	2	178977151	179003738	55	14	838503	0.80738	0.20972	RBM45
ENSG00000079156	2	179059208	179264160	538	49	838503	0.73747	0.23042	OSBPL6
ENSG00000180228	2	179296141	179316239	18	5	838503	-1.0701	0.8577	PRKRA
ENSG00000204311	2	179316163	179326117	12	5	838503	0.7104	0.23873	DFNB59
ENSG00000079150	2	179328391	179343327	18	6	838503	0.015642	0.49376	FKBP7
ENSG00000116095	2	179345195	179381189	55	10	838503	-0.23917	0.59451	PLEKHA3
ENSG00000155657	2	179390716	179695529	545	38	838503	-0.048506	0.51934	TTN
ENSG00000163492	2	179694484	179914813	607	56	838503	-0.53106	0.70231	CCDC141
ENSG00000187231	2	179966419	180129517	339	26	838503	0.85686	0.19576	SESTD1
ENSG00000144331	2	180306709	180726232	1451	135	838503	-0.10146	0.54041	ZNF385B
ENSG00000163510	2	180809603	180871840	138	11	838503	-2.0977	0.98203	CWC22
ENSG00000170035	2	181831975	181941312	372	17	838503	-0.89998	0.81593	UBE2E3
ENSG00000115232	2	182321929	182400914	198	22	838503	-0.507	0.69392	ITGA4
ENSG00000188452	2	182401403	182545392	337	30	838503	0.25785	0.39826	CERKL
ENSG00000162992	2	182537815	182545603	6	2	838503	-0.7366	0.76932	NEUROD1
ENSG00000138434	2	182756560	182795465	45	4	838503	-0.33624	0.63166	SSFA2
ENSG00000150722	2	182818968	182996125	400	48	838503	-0.35724	0.63954	PPP1R1C
ENSG00000115252	2	183004763	183387919	1148	63	838503	0.66165	0.2541	PDE1A
ENSG00000077232	2	183580999	183659191	97	5	838503	1.5798	0.057071	DNAJC10
ENSG00000162998	2	183698002	183731890	83	10	838503	1.189	0.11722	FRZB
ENSG00000061676	2	183773843	183903586	241	21	838503	0.85299	0.19683	NCKAP1
ENSG00000162999	2	183943287	183964733	52	10	838503	0.034666	0.48617	DUSP19
ENSG00000163002	2	183982241	184026408	234	22	838503	-0.34907	0.63648	NUP35
ENSG00000170396	2	185463093	185804219	640	27	838503	-0.20412	0.58087	ZNF804A
ENSG00000188738	2	186603355	186698017	212	10	838503	-0.21266	0.5842	FSIP2
ENSG00000065548	2	187350883	187374090	43	7	838503	-0.54335	0.70656	ZC3H15
ENSG00000213953	2	187361840	187365393	12	4	838503	-0.81794	0.7933	AC018867.1
ENSG00000138448	2	187454792	187545628	120	17	838503	0.58997	0.2776	ITGAV
ENSG00000144369	2	187558698	187630685	107	16	838503	0.88306	0.1886	FAM171B
ENSG00000163012	2	187692562	187713935	86	4	838503	0.87538	0.19068	ZSWIM2
ENSG00000064989	2	188207856	188313187	208	19	838503	-0.23055	0.59117	CALCRL
ENSG00000003436	2	188328957	188430487	208	28	838503	0.71372	0.2377	TFPI
ENSG00000144366	2	189156396	189460653	552	24	838503	0.43705	0.33104	GULP1
ENSG00000174325	2	189598882	189654831	146	8	838503	0.024216	0.49034	DIRC1
ENSG00000168542	2	189839046	189877472	76	11	838503	1.2428	0.10697	COL3A1
ENSG00000204262	2	189896622	190044605	354	16	838503	-1.8188	0.96553	COL5A2
ENSG00000115368	2	190306159	190340291	153	5	838503	-1.6957	0.95503	WDR75
ENSG00000138449	2	190425305	190448484	41	6	838503	-0.48519	0.68623	SLC40A1
ENSG00000138381	2	190526111	190535557	17	4	838503	-0.56546	0.71412	ASNSD1
ENSG00000151687	2	190539016	190625919	115	11	838503	-0.81194	0.79159	ANKAR
ENSG00000128694	2	190611386	190627953	18	4	838503	-0.66134	0.7458	OSGEPL1
ENSG00000128699	2	190635049	190649097	29	5	838503	-0.66417	0.74671	ORMDL1
ENSG00000231145	2	190642909	190643157	2	1	838503	-0.61568	0.73095	AC013468.1
ENSG00000064933	2	190649107	190742355	156	16	838503	-1.2241	0.88954	PMS1
ENSG00000187699	2	190744335	191068210	664	70	838503	-0.75363	0.77446	C2orf88
ENSG00000138379	2	190920423	190927455	14	2	838503	-0.40227	0.65626	MSTN
ENSG00000198130	2	191054461	191208919	386	13	838503	0.046867	0.48131	HIBCH
ENSG00000151689	2	191208196	191236391	90	6	838503	-0.34402	0.63458	INPP1
ENSG00000151690	2	191273081	191373931	216	20	838503	-0.18678	0.57409	MFSD6
ENSG00000189362	2	191369068	191399448	60	9	838503	-0.32554	0.62761	TMEM194B
ENSG00000138386	2	191511472	191557492	94	13	838503	-0.11782	0.54689	NAB1
ENSG00000115419	2	191745553	191830278	108	15	838503	-0.5984	0.72521	GLS
ENSG00000115415	2	191829084	191885686	142	26	838503	-0.95377	0.8299	STAT1
ENSG00000138378	2	191894302	192016322	197	24	838503	0.81139	0.20857	STAT4
ENSG00000128641	2	192109911	192290115	307	13	838503	2.3155	0.010293	MYO1B
ENSG00000173559	2	192542794	192561385	12	4	838503	0.13603	0.4459	NABP1
ENSG00000168497	2	192699028	192711981	20	6	838503	-0.16597	0.56591	SDPR
ENSG00000144339	2	192813769	193060435	399	55	838503	0.73745	0.23042	TMEFF2
ENSG00000196950	2	196440701	196602426	313	37	838503	-0.16055	0.56377	SLC39A10
ENSG00000118997	2	196602427	196933536	649	32	838503	-1.319	0.90642	DNAH7
ENSG00000081320	2	196998290	197041227	128	9	838503	-0.088534	0.53527	STK17B
ENSG00000138411	2	197059094	197458416	1020	67	838503	1.1842	0.11816	HECW2
ENSG00000144395	2	197504278	197628214	181	11	838503	-0.3115	0.62229	CCDC150
ENSG00000119041	2	197627756	197664449	23	6	838503	0.89335	0.18584	GTF3C3
ENSG00000187944	2	197669726	197675000	4	2	838503	-0.012353	0.50493	C2orf66
ENSG00000197121	2	197697728	197792520	129	7	838503	0.68622	0.24629	PGAP1
ENSG00000065413	2	197831741	198175897	838	76	838503	0.39977	0.34466	ANKRD44
ENSG00000115524	2	198254508	198299815	35	4	838503	-0.91694	0.82041	SF3B1
ENSG00000115520	2	198318147	198340032	10	2	838503	-1.005	0.84255	COQ10B
ENSG00000144381	2	198351305	198381461	27	3	838503	-1.2404	0.89259	HSPD1
ENSG00000115541	2	198364718	198368181	2	1	838503	-1.168	0.8786	HSPE1
ENSG00000270757	2	198365137	198415450	39	4	838503	-1.0807	0.86008	HSPE1-MOB4
ENSG00000115540	2	198380295	198418423	29	3	838503	-0.93691	0.8256	MOB4
ENSG00000162944	2	198432948	198540769	118	7	838503	-0.51508	0.69675	RFTN2
ENSG00000222017	2	198557830	198639547	78	7	838503	0.041314	0.48352	AC011997.1
ENSG00000247626	2	198570087	198573113	1	1	838503	0.25024	0.4012	MARS2
ENSG00000152430	2	198591603	198651486	53	6	838503	0.02567	0.48976	BOLL
ENSG00000115896	2	198669426	199437305	1199	77	838503	-0.50588	0.69353	PLCL1
ENSG00000119042	2	200134223	200335989	221	19	838503	-0.42337	0.66399	SATB2
ENSG00000226124	2	200625267	200715896	151	30	838503	-1.1194	0.86851	FTCDNL1
ENSG00000178074	2	200775979	200820658	82	12	838503	-1.2286	0.8904	C2orf69
ENSG00000162971	2	200794698	200820459	42	9	838503	-1.0836	0.86073	TYW5
ENSG00000162972	2	200820040	200873263	94	16	838503	-1.0173	0.84549	C2orf47
ENSG00000196141	2	201170604	201346986	387	54	838503	-0.5527	0.70977	SPATS2L
ENSG00000155729	2	201353675	201384507	67	17	838503	-0.2536	0.6001	KCTD18
ENSG00000163535	2	201374731	201448505	146	20	838503	-0.047777	0.51905	SGOL2
ENSG00000138356	2	201450591	201541787	267	36	838503	-0.047185	0.51882	AOX1
ENSG00000082153	2	201675317	201688569	15	3	838503	-1.268	0.89761	BZW1
ENSG00000013441	2	201717732	201729422	21	6	838503	1.3192	0.093551	CLK1
ENSG00000240344	2	201735630	201754026	29	9	838503	-0.3512	0.63728	PPIL3
ENSG00000196290	2	201754050	201768655	11	3	838503	-1.519	0.93562	NIF3L1
ENSG00000115942	2	201773696	201828403	59	9	838503	0.029078	0.4884	ORC2
ENSG00000155744	2	201838441	201936394	142	13	838503	0.86249	0.19421	FAM126B
ENSG00000119013	2	201936156	201950473	29	5	838503	0.99536	0.15978	NDUFB3
ENSG00000003402	2	201980827	202041410	118	13	838503	0.33405	0.36917	CFLAR
ENSG00000003400	2	202047604	202094129	83	12	838503	-0.18283	0.57253	CASP10
ENSG00000064012	2	202098166	202152434	149	24	838503	-0.77905	0.78203	CASP8
ENSG00000155749	2	202152994	202222121	153	17	838503	-0.33167	0.62993	ALS2CR12
ENSG00000115993	2	202241930	202316302	123	10	838503	0.27054	0.39337	TRAK2
ENSG00000082146	2	202252581	202345569	143	12	838503	0.19484	0.42276	STRADB
ENSG00000155754	2	202352148	202483901	347	19	838503	-1.4365	0.92457	ALS2CR11
ENSG00000155755	2	202484907	202508293	23	6	838503	-0.96705	0.83324	TMEM237
ENSG00000082126	2	202509593	202563417	118	29	838503	-0.41759	0.66188	MPP4
ENSG00000003393	2	202565277	202645912	230	21	838503	-0.28529	0.61229	ALS2
ENSG00000138395	2	202655184	202760273	223	37	838503	-1.3391	0.90972	CDK15
ENSG00000155760	2	202899310	202903160	6	3	838503	0.43456	0.33194	FZD7
ENSG00000182329	2	202937978	203062585	298	35	838503	-0.17749	0.57044	AC079354.1
ENSG00000116030	2	203070903	203103331	60	10	838503	-0.16945	0.56728	SUMO1
ENSG00000055044	2	203130439	203168389	67	7	838503	0.26816	0.39429	NOP58
ENSG00000204217	2	203241659	203432474	277	20	838503	-0.56193	0.71292	BMPR2
ENSG00000138439	2	203499901	203634480	151	20	838503	0.25372	0.39986	FAM117B
ENSG00000163596	2	203640690	203736708	171	14	838503	0.93291	0.17543	ICA1L
ENSG00000138442	2	203739505	203879521	232	12	838503	1.0564	0.1454	WDR12
ENSG00000138380	2	203776937	203851786	106	6	838503	1.1558	0.12387	CARF
ENSG00000144426	2	203879602	204091101	241	19	838503	0.087276	0.46523	NBEAL1
ENSG00000119004	2	204103663	204163009	91	9	838503	-1.0768	0.85922	CYP20A1
ENSG00000138443	2	204192942	204312446	139	19	838503	1.1433	0.12646	ABI2
ENSG00000173166	2	204259068	204400133	157	18	838503	-0.44068	0.67028	RAPH1
ENSG00000178562	2	204571198	204603635	72	10	838503	-0.5585	0.71175	CD28
ENSG00000163599	2	204732509	204738683	6	3	838503	-1.5951	0.94466	CTLA4
ENSG00000163600	2	204801471	204826300	54	12	838503	-0.42271	0.66375	ICOS
ENSG00000116117	2	205410516	206484886	2268	155	838503	0.14568	0.44209	PARD3B
ENSG00000118257	2	206546714	206662857	233	52	838503	1.4013	0.080558	NRP2
ENSG00000114933	2	206858445	206951027	174	17	838503	0.00026673	0.49989	INO80D
ENSG00000023228	2	206979541	207024327	113	9	838503	0.53473	0.29642	NDUFS1
ENSG00000114942	2	207024309	207027652	4	2	838503	-0.26525	0.60459	EEF1B2
ENSG00000183671	2	207040040	207082771	100	16	838503	0.068417	0.47273	GPR1
ENSG00000204186	2	207139387	207179148	49	7	838503	-0.30738	0.62072	ZDBF2
ENSG00000114948	2	207308263	207485851	339	46	838503	-0.32998	0.62929	ADAM23
ENSG00000232125	2	207516345	207583120	246	30	838503	-0.38454	0.64971	DYTN
ENSG00000138400	2	207602487	207630271	110	8	838503	-0.027947	0.51115	MDH1B
ENSG00000118246	2	207630081	207657233	58	10	838503	-0.78958	0.78511	FASTKD2
ENSG00000144410	2	207804278	207834198	68	11	838503	-0.13574	0.55399	CPO
ENSG00000118263	2	207938861	208031991	268	43	838503	-1.3051	0.90408	KLF7
ENSG00000118260	2	208394461	208468155	100	12	838503	-0.35007	0.63686	CREB1
ENSG00000144401	2	208445355	208490652	63	7	838503	-0.21532	0.58524	METTL21A
ENSG00000163249	2	208576264	208626563	98	5	838503	-0.12652	0.55034	CCNYL1
ENSG00000163251	2	208627310	208634287	7	3	838503	-0.40219	0.65623	FZD5
ENSG00000178385	2	208693027	208890284	269	31	838503	0.49489	0.31034	PLEKHM3
ENSG00000118231	2	208986331	208989225	9	3	838503	0.44675	0.32753	CRYGD
ENSG00000163254	2	208992861	208994554	4	2	838503	-0.040159	0.51602	CRYGC
ENSG00000182187	2	209007297	209010892	14	3	838503	0.10141	0.45961	CRYGB
ENSG00000168582	2	209025464	209028300	9	2	838503	-0.95528	0.83028	CRYGA
ENSG00000188674	2	209030067	209054797	79	13	838503	2.0299	0.021185	C2orf80
ENSG00000138413	2	209100951	209130798	42	7	838503	-0.56181	0.71288	IDH1
ENSG00000115020	2	209130991	209223475	189	9	838503	-0.1495	0.55942	PIKFYVE
ENSG00000144407	2	209224438	209719227	1084	63	838503	0.010238	0.49592	PTH2R
ENSG00000078018	2	210288782	210598842	629	29	838503	-0.74619	0.77222	MAP2
ENSG00000144406	2	210636717	210864024	360	27	838503	1.6677	0.047688	UNC80
ENSG00000197713	2	210867289	210886300	17	5	838503	0.023885	0.49047	RPE
ENSG00000144445	2	210886147	211036107	86	15	838503	0.56248	0.28689	KANSL1L
ENSG00000115361	2	211052663	211090215	30	6	838503	-0.053263	0.52124	ACADL
ENSG00000168530	2	211154874	211179914	45	6	838503	1.0901	0.13783	MYL1
ENSG00000115365	2	211295973	211342376	105	9	838503	-0.84579	0.80117	LANCL1
ENSG00000021826	2	211342406	211543831	434	40	838503	0.44908	0.32669	CPS1
ENSG00000178568	2	212240446	213403565	3903	240	838503	0.4708	0.31889	ERBB4
ENSG00000030419	2	213864429	214017151	362	31	838503	1.4901	0.068104	IKZF2
ENSG00000144451	2	214149113	215275225	2885	100	838503	-1.1783	0.88067	SPAG16
ENSG00000174453	2	215275789	215443683	396	35	838503	0.20747	0.41782	VWC2L
ENSG00000138376	2	215590370	215674428	411	41	838503	0.47528	0.31729	BARD1
ENSG00000144452	2	215796266	216003151	368	45	838503	0.49398	0.31066	ABCA12
ENSG00000138363	2	216176540	216214487	119	13	838503	0.16049	0.43625	ATIC
ENSG00000115414	2	216225163	216300895	198	21	838503	-0.73792	0.76972	FN1
ENSG00000118242	2	216809213	216898819	236	48	838503	0.95097	0.17081	MREG
ENSG00000115425	2	216861052	216947678	202	28	838503	-0.46986	0.68077	PECR
ENSG00000163449	2	216946589	216967506	43	8	838503	0.40921	0.34119	TMEM169
ENSG00000079246	2	216972187	217071026	225	25	838503	-0.65189	0.74276	XRCC5
ENSG00000144583	2	217122588	217236750	263	33	838503	0.11087	0.45586	MARCH4
ENSG00000138375	2	217277137	217347776	213	22	838503	0.99789	0.15917	SMARCAL1
ENSG00000197756	2	217362912	217443903	224	35	838503	-0.44275	0.67103	RPL37A
ENSG00000115457	2	217497551	217529159	23	4	838503	0.20374	0.41928	IGFBP2
ENSG00000115461	2	217536828	217560248	37	4	838503	0.31904	0.37485	IGFBP5
ENSG00000118245	2	217724181	217724787	1	1	838503	-0.097663	0.5389	TNP1
ENSG00000223874	2	217735495	217736362	2	1	838503	1.8098	0.035163	AC007557.1
ENSG00000231672	2	218148742	218621316	1261	76	838503	0.18548	0.42643	DIRC3
ENSG00000079308	2	218664512	218867718	449	77	838503	-0.83691	0.79868	TNS1
ENSG00000188282	2	218899683	218955304	139	14	838503	0.26911	0.39392	RUFY4
ENSG00000180871	2	218990012	219001976	16	4	838503	-0.0018222	0.50073	CXCR2
ENSG00000163464	2	219027568	219031718	5	2	838503	-0.85921	0.80489	CXCR1
ENSG00000163466	2	219081817	219119079	64	8	838503	-0.82953	0.7966	ARPC2
ENSG00000179921	2	219124219	219128582	8	2	838503	-0.33833	0.63244	GPBAR1
ENSG00000127837	2	219128850	219134980	7	2	838503	0.32427	0.37287	AAMP
ENSG00000127838	2	219135115	219211516	164	10	838503	0.92544	0.17737	PNKD
ENSG00000135926	2	219138915	219157309	47	3	838503	0.66617	0.25265	TMBIM1
ENSG00000158428	2	219221579	219232822	29	7	838503	1.2599	0.10386	C2orf62
ENSG00000018280	2	219246752	219261617	19	5	838503	0.38562	0.34989	SLC11A1
ENSG00000144579	2	219262979	219270664	10	3	838503	-1.3241	0.90727	CTDSP1
ENSG00000127831	2	219283815	219318018	34	4	838503	0.71793	0.2364	VIL1
ENSG00000135913	2	219314974	219433084	178	8	838503	0.54868	0.29161	USP37
ENSG00000144580	2	219433303	219461803	49	5	838503	0.5742	0.28292	RQCD1
ENSG00000115556	2	219472488	219501907	34	4	838503	0.54424	0.29314	PLCD4
ENSG00000115568	2	219502639	219524378	32	4	838503	0.74904	0.22692	ZNF142
ENSG00000074582	2	219523487	219528166	8	2	838503	-0.025993	0.51037	BCS1L
ENSG00000163481	2	219528587	219537134	19	2	838503	0.07657	0.46948	RNF25
ENSG00000163482	2	219536749	219567439	29	4	838503	0.39877	0.34503	STK36
ENSG00000135912	2	219575568	219620139	74	3	838503	0.92021	0.17873	TTLL4
ENSG00000135929	2	219646472	219680016	63	4	838503	1.0258	0.15248	CYP27A1
ENSG00000115592	2	219687106	219696809	5	2	838503	0.86176	0.19441	PRKAG3
ENSG00000115596	2	219724544	219738955	11	2	838503	-0.77878	0.78194	WNT6
ENSG00000135925	2	219745085	219764303	11	2	838503	1.5304	0.062955	WNT10A
ENSG00000171450	2	219824377	219826876	4	1	838503	0.18054	0.42836	CDK5R2
ENSG00000163497	2	219845809	219850379	3	1	838503	-1.6381	0.9493	FEV
ENSG00000181378	2	219867568	219906249	44	7	838503	-0.42944	0.6662	CCDC108
ENSG00000163501	2	219919142	219925189	11	2	838503	-0.98271	0.83712	IHH
ENSG00000187736	2	219940039	220025587	129	8	838503	-1.0038	0.84226	NHEJ1
ENSG00000213901	2	219940051	220035549	141	9	838503	-0.99332	0.83972	SLC23A3
ENSG00000115649	2	220036619	220042828	16	3	838503	-0.34826	0.63618	CNPPD1
ENSG00000144567	2	220040947	220050201	26	5	838503	-0.7665	0.77831	FAM134A
ENSG00000158552	2	220059959	220074373	12	5	838503	3.0494	0.0011463	ZFAND2B
ENSG00000115657	2	220074490	220083712	6	2	838503	3.2627	0.00055174	ABCB6
ENSG00000198925	2	220074494	220094439	26	4	838503	3.1749	0.00074936	ATG9A
ENSG00000163516	2	220094479	220101391	15	4	838503	3.2772	0.00052416	ANKZF1
ENSG00000163521	2	220101328	220110200	11	3	838503	2.9253	0.0017204	GLB1L
ENSG00000115661	2	220110177	220115059	5	3	838503	1.4802	0.069408	STK16
ENSG00000127824	2	220114433	220142892	43	5	838503	2.6852	0.0036238	TUBA4A
ENSG00000135924	2	220143989	220151622	13	3	838503	1.4178	0.078123	DNAJB2
ENSG00000054356	2	220154345	220174370	35	6	838503	0.3965	0.34587	PTPRN
ENSG00000182698	2	220192131	220197899	17	3	838503	0.066882	0.47334	RESP18
ENSG00000123992	2	220238268	220264744	37	6	838503	-0.86579	0.8067	DNPEP
ENSG00000175084	2	220283099	220291461	12	2	838503	-0.583	0.72005	DES
ENSG00000072195	2	220299568	220363009	93	13	838503	0.019889	0.49207	SPEG
ENSG00000144591	2	220363589	220371710	7	2	838503	1.6629	0.048168	GMPPA
ENSG00000072182	2	220378892	220403494	42	8	838503	-0.22076	0.58736	ASIC4
ENSG00000123989	2	220403669	220408509	9	2	838503	-0.11185	0.54453	CHPF
ENSG00000188760	2	220408385	220415317	7	1	838503	-0.75466	0.77477	TMEM198
ENSG00000124006	2	220415451	220436581	50	9	838503	-0.49532	0.68981	OBSL1
ENSG00000123999	2	220433884	220440435	11	3	838503	-0.49508	0.68973	INHA
ENSG00000144589	2	220462582	220481173	6	1	838503	1.3768	0.084285	STK11IP
ENSG00000114923	2	220492049	220506702	15	4	838503	1.0131	0.1555	SLC4A3
ENSG00000116106	2	222282747	222438922	405	50	838503	-0.85287	0.80313	EPHA4
ENSG00000135903	2	223064607	223163715	275	38	838503	-0.59438	0.72387	PAX3
ENSG00000163081	2	223162866	223169936	5	3	838503	0.032073	0.48721	CCDC140
ENSG00000163082	2	223289236	223425667	274	42	838503	-1.1124	0.86701	SGPP2
ENSG00000116120	2	223435255	223521056	164	20	838503	0.67056	0.25125	FARSB
ENSG00000124003	2	223536505	223574649	108	20	838503	-0.081576	0.53251	MOGAT1
ENSG00000123983	2	223725652	223809357	228	21	838503	1.7287	0.041928	ACSL3
ENSG00000152049	2	223916532	224063117	677	44	838503	1.4929	0.067735	KCNE4
ENSG00000171951	2	224461658	224467221	9	3	838503	-0.65131	0.74258	SCG2
ENSG00000152056	2	224616403	224702744	302	23	838503	-0.8694	0.80769	AP1S3
ENSG00000085449	2	224720433	224810104	207	11	838503	0.28399	0.38821	WDFY1
ENSG00000135900	2	224822121	224832431	17	3	838503	0.88489	0.18811	MRPL44
ENSG00000135919	2	224839829	224904036	239	31	838503	-0.16023	0.56365	SERPINE2
ENSG00000124019	2	225243415	225266802	57	11	838503	1.8969	0.028919	FAM124B
ENSG00000036257	2	225334867	225450110	253	15	838503	0.6968	0.24296	CUL3
ENSG00000135905	2	225629807	225907162	672	56	838503	-1.4001	0.91926	DOCK10
ENSG00000144460	2	226265364	226518734	412	41	838503	2.9767	0.0014568	NYAP2
ENSG00000169047	2	227596033	227664475	119	9	838503	0.36742	0.35665	IRS1
ENSG00000144468	2	227700297	227863931	252	12	838503	0.081559	0.4675	RHBDD1
ENSG00000081052	2	227867427	228028829	403	38	838503	0.20101	0.42035	COL4A4
ENSG00000169031	2	228029281	228179508	668	65	838503	1.449	0.073669	COL4A3
ENSG00000168958	2	228189867	228222550	115	14	838503	1.2238	0.11052	MFF
ENSG00000168955	2	228226872	228246711	76	18	838503	0.71225	0.23816	TM4SF20
ENSG00000173744	2	228336868	228425930	263	23	838503	-0.426	0.66495	AGFG1
ENSG00000042304	2	228474806	228498036	165	18	838503	0.85636	0.1959	C2orf83
ENSG00000135917	2	228549926	228582728	107	13	838503	0.96046	0.16841	SLC19A3
ENSG00000115009	2	228678558	228682272	1	1	838503	0.446	0.3278	CCL20
ENSG00000123977	2	228735770	228789060	193	14	838503	-0.2354	0.59305	DAW1
ENSG00000153820	2	228844666	229046361	615	30	838503	1.831	0.033547	SPHKAP
ENSG00000153823	2	229715242	230136001	1168	118	838503	0.041868	0.4833	PID1
ENSG00000187957	2	230222345	230579274	1079	104	838503	-2.5901	0.9952	DNER
ENSG00000153827	2	230628554	230787955	149	16	838503	-1.5694	0.94173	TRIP12
ENSG00000153832	2	230787018	230877825	106	14	838503	-1.7908	0.96334	FBXO36
ENSG00000163053	2	230899698	230933715	101	14	838503	1.0042	0.15765	SLC16A14
ENSG00000135899	2	231032009	231090444	216	21	838503	0.70339	0.24091	SP110
ENSG00000079263	2	231067826	231223762	427	41	838503	0.63878	0.26148	SP140
ENSG00000185404	2	231191899	231268447	301	27	838503	1.4747	0.07014	SP140L
ENSG00000067066	2	231280657	231408805	347	38	838503	0.057641	0.47702	SP100
ENSG00000135932	2	231577560	231685790	167	16	838503	0.43315	0.33245	CAB39
ENSG00000135916	2	231729354	231743963	50	10	838503	0.47505	0.31738	ITM2C
ENSG00000135898	2	231772033	231825781	150	25	838503	-0.28994	0.61407	GPR55
ENSG00000173699	2	231860836	231889770	138	12	838503	-0.59951	0.72558	SPATA3
ENSG00000204128	2	231902205	231914434	29	6	838503	-0.59719	0.72481	C2orf72
ENSG00000173692	2	231921578	232037541	154	15	838503	-0.93683	0.82558	PSMD1
ENSG00000135914	2	231972944	231989832	13	4	838503	-0.84646	0.80135	HTR2B
ENSG00000135931	2	232063260	232239548	389	39	838503	0.28189	0.38901	ARMC9
